Vertex1,Vertex2,Type,Date,Text,Link,Likes,Quotes,Retweets,Comments
@Ubisoft,https://twitter.com/Ubisoft/status/1747300928003113230#m,Posted,"Jan 16, 2024 · 4:52 PM UTC",👀,https://twitter.com/Ubisoft/status/1747300928003113230#m,2852,80,213,397
@princeofpersia,https://twitter.com/princeofpersia/status/1747273645423206619#m,Posted,"Jan 16, 2024 · 3:04 PM UTC","The AMA with our two wonderful developers will be live in 2 hours! 📢  Go ask those burning questions you have! 🔥  (Which yes you can ask now, in case you were wondering) https://ubi.li/1IDzx",https://twitter.com/princeofpersia/status/1747273645423206619#m,191,2,21,32
@princeofpersia,@originaluser,Retweet,"Jan 16, 2024 · 3:04 PM UTC","The AMA with our two wonderful developers will be live in 2 hours! 📢  Go ask those burning questions you have! 🔥  (Which yes you can ask now, in case you were wondering) https://ubi.li/1IDzx",https://twitter.com/princeofpersia/status/1747273645423206619#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1746937625116618966#m,Posted,"Jan 15, 2024 · 4:49 PM UTC",2023 ✅  2024 👀,https://twitter.com/Ubisoft/status/1746937625116618966#m,6772,272,600,526
@Ubisoft,https://twitter.com/Ubisoft/status/1746914150024904884#m,Posted,"Jan 15, 2024 · 3:16 PM UTC",Play #PrinceofPersia: The Lost Crown today if you are a Ubisoft+ subscriber! A subscription gets you access to the Deluxe version of the game which includes a 3 day early access and much more. 👉 https://ubi.li/JWR4t,https://twitter.com/Ubisoft/status/1746914150024904884#m,769,22,82,104
@Ubisoft,https://twitter.com/Ubisoft/status/1745841469263343663#m,Posted,"Jan 12, 2024 · 4:13 PM UTC","If you missed it, you can play the demo on PC here: https://ubi.li/dLlme",https://twitter.com/Ubisoft/status/1745841469263343663#m,155,0,26,20
@Ubisoft,https://twitter.com/Ubisoft/status/1745833097914900525#m,Posted,"Jan 12, 2024 · 3:40 PM UTC",How are you enjoying #PrinceOfPersia The Lost Crown demo? See you January 18 for the full release ✨,https://twitter.com/Ubisoft/status/1745833097914900525#m,1253,32,105,215
@Ubisoft,https://twitter.com/Ubisoft/status/1745740455449342284#m,Posted,"Jan 12, 2024 · 9:32 AM UTC",Play the demo on PC here: https://ubi.li/dLlme,https://twitter.com/Ubisoft/status/1745740455449342284#m,99,1,7,11
@Ubisoft,https://twitter.com/Ubisoft/status/1745492887607951501#m,Posted,"Jan 11, 2024 · 5:08 PM UTC","Explore Mount Qaf early ⚔   #PrinceOfPersia The Lost Crown's demo is available NOW on: Nintendo Switch, PS4, PS5, Xbox One, Xbox Series X and PC",https://twitter.com/Ubisoft/status/1745492887607951501#m,1244,40,161,251
@Ubisoft,https://twitter.com/Ubisoft/status/1745140692056146303#m,Posted,"Jan 10, 2024 · 5:48 PM UTC","⚔ Getting ready to jump into battle #PrinceOfPersia The Lost Crown, January 18",https://twitter.com/Ubisoft/status/1745140692056146303#m,731,7,71,72
@Ubisoft,https://twitter.com/Ubisoft/status/1744757244053327883#m,Posted,"Jan 9, 2024 · 4:25 PM UTC",Put on your snow tires ❄🏎   The @Trackmania Winter 2024 season is live now!,https://twitter.com/Ubisoft/status/1744757244053327883#m,302,0,33,82
@Ubisoft,https://twitter.com/Ubisoft/status/1744388348414775450#m,Posted,"Jan 8, 2024 · 3:59 PM UTC",A preview of the dubbing options in #PrinceOfPersia: The Lost Crown!   Which is your favorite? 🗣,https://twitter.com/Ubisoft/status/1744388348414775450#m,752,16,76,195
@Ubisoft,https://twitter.com/Ubisoft/status/1743301199560863804#m,Posted,"Jan 5, 2024 · 3:59 PM UTC",✨✨✨,https://twitter.com/Ubisoft/status/1743301199560863804#m,2788,9,86,66
@Ubisoft,https://twitter.com/Ubisoft/status/1743298546789437622#m,Posted,"Jan 5, 2024 · 3:48 PM UTC",,https://twitter.com/Ubisoft/status/1743298546789437622#m,1807,1,78,41
@Ubisoft,https://twitter.com/Ubisoft/status/1743296680353566985#m,Posted,"Jan 5, 2024 · 3:41 PM UTC",Must be a nice view from up here,https://twitter.com/Ubisoft/status/1743296680353566985#m,1508,0,37,10
@Ubisoft,https://twitter.com/Ubisoft/status/1743294490692002198#m,Posted,"Jan 5, 2024 · 3:32 PM UTC","Okay, this is going a bit too far",https://twitter.com/Ubisoft/status/1743294490692002198#m,1662,2,51,19
@Ubisoft,https://twitter.com/Ubisoft/status/1743292265915723826#m,Posted,"Jan 5, 2024 · 3:23 PM UTC",Not hidden anymore.,https://twitter.com/Ubisoft/status/1743292265915723826#m,1598,4,53,17
@Ubisoft,https://twitter.com/Ubisoft/status/1743291090445168647#m,Posted,"Jan 5, 2024 · 3:19 PM UTC",It's working!,https://twitter.com/Ubisoft/status/1743291090445168647#m,1562,2,50,20
@Ubisoft,https://twitter.com/Ubisoft/status/1743289972508008531#m,Posted,"Jan 5, 2024 · 3:14 PM UTC","Every 300 likes, we'll make the hidden blade bigger",https://twitter.com/Ubisoft/status/1743289972508008531#m,21115,56,554,360
@princeofpersia,https://twitter.com/princeofpersia/status/1742977952130723853#m,Posted,"Jan 4, 2024 · 6:35 PM UTC","With features like Guided Mode, 'Memory Shards' or High Contrast, here's how Prince of Persia: The Lost Crown aims to be accessible for a wider audience.   🔗 https://piped.video/v0pyVhDnG6o",https://twitter.com/princeofpersia/status/1742977952130723853#m,482,22,80,46
@princeofpersia,@originaluser,Retweet,"Jan 4, 2024 · 6:35 PM UTC","With features like Guided Mode, 'Memory Shards' or High Contrast, here's how Prince of Persia: The Lost Crown aims to be accessible for a wider audience.   🔗 https://piped.video/v0pyVhDnG6o",https://twitter.com/princeofpersia/status/1742977952130723853#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1742964084494963175#m,Posted,"Jan 4, 2024 · 5:39 PM UTC",Discover the mythological world and bestiary of #PrinceofPersia: The Lost Crown,https://twitter.com/Ubisoft/status/1742964084494963175#m,793,34,115,78
@Ubisoft,https://twitter.com/Ubisoft/status/1742928786759528649#m,Posted,"Jan 4, 2024 · 3:19 PM UTC",let's make a game!   😎 Character: first pet's name 👿 Villain: color of your shirt + least favorite food 🗺 Setting: last vacation destination ⚔ Weapon: your third recent emoji,https://twitter.com/Ubisoft/status/1742928786759528649#m,257,7,31,65
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1742591720544518279#m,Posted,"Jan 3, 2024 · 5:00 PM UTC","Experience Avatar: Frontiers of Pandora™, now available at 25% off! 🌐 Shop now at the Ubisoft Store: https://ubi.li/Jos2E",https://twitter.com/AvatarFrontiers/status/1742591720544518279#m,363,7,43,52
@AvatarFrontiers,@originaluser,Retweet,"Jan 3, 2024 · 5:00 PM UTC","Experience Avatar: Frontiers of Pandora™, now available at 25% off! 🌐 Shop now at the Ubisoft Store: https://ubi.li/Jos2E",https://twitter.com/AvatarFrontiers/status/1742591720544518279#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1742246863036645823#m,Posted,"Jan 2, 2024 · 6:09 PM UTC","From our studio parties around the world, that's a wrap on 2023! 🎁   Here's to 2024, what games are you looking forward to? #LifeAtUbi",https://twitter.com/Ubisoft/status/1742246863036645823#m,476,4,33,142
@Ubisoft,https://twitter.com/Ubisoft/status/1742205408771465465#m,Posted,"Jan 2, 2024 · 3:25 PM UTC",what have you been playing over the holidays?,https://twitter.com/Ubisoft/status/1742205408771465465#m,942,54,63,934
@Ubisoft,https://twitter.com/Ubisoft/status/1738207599751770495#m,Posted,"Dec 22, 2023 · 2:39 PM UTC",'Tis the season to be gaming 🎮,https://twitter.com/Ubisoft/status/1738207599751770495#m,685,10,70,223
@Ubisoft,https://twitter.com/Ubisoft/status/1737893682139816218#m,Posted,"Dec 21, 2023 · 5:51 PM UTC",The winners have been selected! Keep an eye on your DMs to see if you've won 👀,https://twitter.com/Ubisoft/status/1737893682139816218#m,120,2,6,24
@Ubisoft,https://twitter.com/Ubisoft/status/1737878353548374286#m,Posted,"Dec 21, 2023 · 4:51 PM UTC",❄❄❄ #AssassinsCreedValhalla,https://twitter.com/Ubisoft/status/1737878353548374286#m,1258,7,99,53
@Ubisoft,https://twitter.com/Ubisoft/status/1737834547436507643#m,Posted,"Dec 21, 2023 · 1:56 PM UTC",Get those last-minute gifts in with the Ubisoft Store sale 🎁  Save 20% off your cart with the coupon code HOLIDAY20 👉 https://ubi.li/qV5eI,https://twitter.com/Ubisoft/status/1737834547436507643#m,263,2,29,19
@Ubisoft,https://twitter.com/Ubisoft/status/1737523202094428572#m,Posted,"Dec 20, 2023 · 5:19 PM UTC","It's snow season in @RidersRepublic ❄   Discover the cool deals, challenges, rewards, and activities coming in this new season 👉https://ubi.li/DLTHj",https://twitter.com/Ubisoft/status/1737523202094428572#m,220,0,13,25
@Ubisoft,https://twitter.com/Ubisoft/status/1737490277651149036#m,Posted,"Dec 20, 2023 · 3:08 PM UTC","""yeah i got that dog in me""   the dog:",https://twitter.com/Ubisoft/status/1737490277651149036#m,3342,26,289,102
@Ubisoft,https://twitter.com/Ubisoft/status/1737432636945997987#m,Posted,"Dec 20, 2023 · 11:19 AM UTC","Amandine often compares her job to a puppeteer. As a Rigger at @UbisoftParis, her role is to create the skeleton and the joints of video game characters, and she works where you play!   Meet Amandine, and learn more about her role here:  👉 https://ubi.li/2WVfQ",https://twitter.com/Ubisoft/status/1737432636945997987#m,219,1,9,29
@Ubisoft,https://twitter.com/Ubisoft/status/1737158832088920223#m,Posted,"Dec 19, 2023 · 5:11 PM UTC",Only the ones who tag their friends will be eligible to win the prizes! Full rules available here: assassinscreed.com/quiz-cont…,https://twitter.com/Ubisoft/status/1737158832088920223#m,120,0,14,14
@Ubisoft,https://twitter.com/Ubisoft/status/1737156441088143484#m,Posted,"Dec 19, 2023 · 5:02 PM UTC","Enter the #AssassinsCreed QUIZ GIVEAWAY 🎁  Win a Mirage collector case, here's how: 🔁Follow us 💬Tag a friend who hasn't played Assassin's Creed 📝Your friend takes the quiz and shares their results on X with #ACQuizGiveaway ⏳That's it! 5 Winners will be selected in 24 hours",https://twitter.com/Ubisoft/status/1737156441088143484#m,939,7,317,388
@Ubisoft,https://twitter.com/Ubisoft/status/1737123746069012586#m,Posted,"Dec 19, 2023 · 2:52 PM UTC",Gear up and join our teams! Check out our Online Services jobs at https://ubi.li/6Pk27,https://twitter.com/Ubisoft/status/1737123746069012586#m,252,2,23,10
@Ubisoft,https://twitter.com/Ubisoft/status/1736798115837944249#m,Posted,"Dec 18, 2023 · 5:18 PM UTC","Prince of Persia: The Lost Crown has gone gold 📀  We can't wait for players to get their hands on the game, and explore Persia with Sargon.    Your journey begins on January 18! #PrinceofPersia",https://twitter.com/Ubisoft/status/1736798115837944249#m,1081,27,167,83
@UbiMassive,https://twitter.com/UbiMassive/status/1736696126806343961#m,Posted,"Dec 18, 2023 · 10:33 AM UTC","We are thrilled to read Digital Foundry's review of Avatar: Frontiers of Pandora! The article calls the game one of the most visually accomplished releases of 2023, praising our Snowdrop engine, and its upgraded tech system 🌼🎮 https://www.eurogamer.net/digitalfoundry-2023-avatar-frontiers-of-pandora-is-one-of-the-most-technologically-impressive-games-of-the-year",https://twitter.com/UbiMassive/status/1736696126806343961#m,815,7,89,61
@UbiMassive,@originaluser,Retweet,"Dec 18, 2023 · 10:33 AM UTC","We are thrilled to read Digital Foundry's review of Avatar: Frontiers of Pandora! The article calls the game one of the most visually accomplished releases of 2023, praising our Snowdrop engine, and its upgraded tech system 🌼🎮 https://www.eurogamer.net/digitalfoundry-2023-avatar-frontiers-of-pandora-is-one-of-the-most-technologically-impressive-games-of-the-year",https://twitter.com/UbiMassive/status/1736696126806343961#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1735696057638527033#m,Posted,"Dec 15, 2023 · 4:19 PM UTC",Prepare to set sail...  #SkullAndBones Closed Beta is LIVE!    🏴‍☠️ https://skullandbonesgame.com/beta,https://twitter.com/Ubisoft/status/1735696057638527033#m,489,14,84,132
@Ubisoft,https://twitter.com/Ubisoft/status/1735662910959984640#m,Posted,"Dec 15, 2023 · 2:07 PM UTC","You dropped this 👑   #PrinceOfPersia The Lost Crown, coming January 18",https://twitter.com/Ubisoft/status/1735662910959984640#m,1456,46,212,114
@Ubisoft,https://twitter.com/Ubisoft/status/1735309987918848083#m,Posted,"Dec 14, 2023 · 2:45 PM UTC",It’s the most wonderful time of the year!   🎁 Treat yourself or your loved ones with the best games from the Ubisoft Store!  ❄Save 20% off your cart with the coupon code HOLIDAY20!   👉 Shop now: https://ubi.li/qV5eI,https://twitter.com/Ubisoft/status/1735309987918848083#m,392,2,46,48
@Ubisoft,https://twitter.com/Ubisoft/status/1735005752513757307#m,Posted,"Dec 13, 2023 · 6:36 PM UTC",Thanks for the memories E3 🫡,https://twitter.com/Ubisoft/status/1735005752513757307#m,1417,10,135,55
@Ubisoft,https://twitter.com/Ubisoft/status/1734977143275127269#m,Posted,"Dec 13, 2023 · 4:42 PM UTC",#AssassinsCreed new update out now   🦅 New Game +  ✨ Bayek’s Medjay outfit + unique dyes  🏃‍♂️ Parkour improvements to side & back ejects  ✔ Bug fixes across all platforms,https://twitter.com/Ubisoft/status/1734977143275127269#m,789,4,105,58
@Ubisoft,https://twitter.com/Ubisoft/status/1734955289537814829#m,Posted,"Dec 13, 2023 · 3:15 PM UTC","It's time for Treason ⚔  Discover @ForHonorGame's new season, out today!",https://twitter.com/Ubisoft/status/1734955289537814829#m,368,1,29,31
@Rainbow6Game,https://twitter.com/Rainbow6Game/status/1734615685299351935#m,Posted,"Dec 12, 2023 · 4:46 PM UTC","Join the hunt in Rainbow Six Siege and instill fear into your opponents as Finka and Kapkan become The Huntress and The Trapper from @DeadbyDaylight Unleash terror with exclusive sets, weapon skins, charms, Operator card backgrounds and an unique Cabin Fear drone skin!",https://twitter.com/Rainbow6Game/status/1734615685299351935#m,1967,42,226,93
@Rainbow6Game,@originaluser,Retweet,"Dec 12, 2023 · 4:46 PM UTC","Join the hunt in Rainbow Six Siege and instill fear into your opponents as Finka and Kapkan become The Huntress and The Trapper from @DeadbyDaylight Unleash terror with exclusive sets, weapon skins, charms, Operator card backgrounds and an unique Cabin Fear drone skin!",https://twitter.com/Rainbow6Game/status/1734615685299351935#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1734596383397511223#m,Posted,"Dec 12, 2023 · 3:29 PM UTC",Join @TheDivisionGame livestream for a first overview of Project Resolve!   Learn more about this big health update now on https://ubi.li/3hT1h,https://twitter.com/Ubisoft/status/1734596383397511223#m,281,5,27,17
@Ubisoft,https://twitter.com/Ubisoft/status/1734257934647848964#m,Posted,"Dec 11, 2023 · 5:04 PM UTC","#TheCrewMotorfest Free Trial is back again and this time it will stay! 🤯 If you haven't tried it yet, play 5 hours for free and keep your progress by purchasing the game!",https://twitter.com/Ubisoft/status/1734257934647848964#m,416,4,50,59
@Ubisoft,https://twitter.com/Ubisoft/status/1734234198381084882#m,Posted,"Dec 11, 2023 · 3:30 PM UTC",Looking for the perfect gift for your gaming friends and family? 🎁  Check out our Holiday Gift Guide 2023!  👉 https://ubi.li/gVqJB,https://twitter.com/Ubisoft/status/1734234198381084882#m,375,2,41,26
@Ubisoft,https://twitter.com/Ubisoft/status/1733149604508569601#m,Posted,"Dec 8, 2023 · 3:40 PM UTC","🏴‍☠️ #SkullAndBones sets sail on February 16th, 2024! 🎉  Pre-order available now : https://ubi.li/04KSX  Play up to 3 days early with the Premium Edition, or by subscribing to Ubisoft+",https://twitter.com/Ubisoft/status/1733149604508569601#m,958,53,162,126
@Ubisoft,https://twitter.com/Ubisoft/status/1733135209866887663#m,Posted,"Dec 8, 2023 · 2:43 PM UTC",Watch the story trailer for #PrinceofPersia: The Lost Crown now 👑  Launching January 18 2024 with a free demo the week before launch!,https://twitter.com/Ubisoft/status/1733135209866887663#m,669,12,143,53
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1732969585274401142#m,Posted,"Dec 8, 2023 · 3:45 AM UTC",Watch our Launch Accolades Trailer and discover the breathtaking Western Frontier as a Na'vi. Avatar: Frontiers of Pandora is out now!  Buy now at: https://ubi.li/lsNHa,https://twitter.com/AvatarFrontiers/status/1732969585274401142#m,1051,34,195,190
@AvatarFrontiers,@originaluser,Retweet,"Dec 8, 2023 · 3:45 AM UTC",Watch our Launch Accolades Trailer and discover the breathtaking Western Frontier as a Na'vi. Avatar: Frontiers of Pandora is out now!  Buy now at: https://ubi.li/lsNHa,https://twitter.com/AvatarFrontiers/status/1732969585274401142#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1732810858789523886#m,Posted,"Dec 7, 2023 · 5:14 PM UTC",Buy it here: https://ubi.li/lsNHa,https://twitter.com/Ubisoft/status/1732810858789523886#m,115,0,11,12
@Ubisoft,https://twitter.com/Ubisoft/status/1732807328431235407#m,Posted,"Dec 7, 2023 · 5:00 PM UTC",Avatar: Frontiers of Pandora is out now! Experience a never-before-seen region of Pandora and discover what it means to be Na'vi. #AvatarFrontiers,https://twitter.com/Ubisoft/status/1732807328431235407#m,669,21,94,105
@Ubisoft,https://twitter.com/Ubisoft/status/1732762620912910544#m,Posted,"Dec 7, 2023 · 2:02 PM UTC","Launch day! A huge congratulations to lead studio @UbiMassive, and our codev teams around the world on the release of Avatar: Frontiers of Pandora.  We can't wait for you to discover the game and its beautiful world!",https://twitter.com/Ubisoft/status/1732762620912910544#m,1578,16,209,122
@Ubisoft,https://twitter.com/Ubisoft/status/1732447679848865887#m,Posted,"Dec 6, 2023 · 5:11 PM UTC",Pre-order now at: https://ubi.li/lsNHa  Players can also play the Ultimate Edition of the game on day 1 when they subscribe to Ubisoft+ on PC and Xbox via Ubisoft Connect.,https://twitter.com/Ubisoft/status/1732447679848865887#m,142,2,19,16
@Ubisoft,https://twitter.com/Ubisoft/status/1732446162685227101#m,Posted,"Dec 6, 2023 · 5:05 PM UTC",Feeling the adrenaline? Dive headfirst into Pandora upon release tomorrow! #AvatarFrontiers,https://twitter.com/Ubisoft/status/1732446162685227101#m,844,14,101,87
@Ubisoft,https://twitter.com/Ubisoft/status/1732083530975367392#m,Posted,"Dec 5, 2023 · 5:04 PM UTC",Last chance to pre-order #AvatarFrontiers and receive the Child of Two Worlds pack free!  Start your adventure in style in two days!  Pre-order the game now: https://ubi.li/o1rRs,https://twitter.com/Ubisoft/status/1732083530975367392#m,780,14,82,106
@TheCrewGame,https://twitter.com/TheCrewGame/status/1731775592322711593#m,Posted,"Dec 4, 2023 · 8:40 PM UTC","HOONIGAN is just about to land on O'ahu!  #TheCrewMotorfest Season 2, available tomorrow!",https://twitter.com/TheCrewGame/status/1731775592322711593#m,1034,6,167,108
@TheCrewGame,@originaluser,Retweet,"Dec 4, 2023 · 8:40 PM UTC","HOONIGAN is just about to land on O'ahu!  #TheCrewMotorfest Season 2, available tomorrow!",https://twitter.com/TheCrewGame/status/1731775592322711593#m,,,,
@princeofpersia,https://twitter.com/princeofpersia/status/1731732189325279655#m,Posted,"Dec 4, 2023 · 5:48 PM UTC","Rendez-vous at @thegameawards on December 7 for the Prince of Persia: The Lost Crown’s Story Trailer!   With a month to go before the game's release, what are your theories on the main storyline? ⚔️",https://twitter.com/princeofpersia/status/1731732189325279655#m,815,22,123,65
@princeofpersia,@originaluser,Retweet,"Dec 4, 2023 · 5:48 PM UTC","Rendez-vous at @thegameawards on December 7 for the Prince of Persia: The Lost Crown’s Story Trailer!   With a month to go before the game's release, what are your theories on the main storyline? ⚔️",https://twitter.com/princeofpersia/status/1731732189325279655#m,,,,
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1731720030558024086#m,Posted,"Dec 4, 2023 · 5:00 PM UTC",Find out when Avatar: Frontiers of Pandora officially releases in your region.,https://twitter.com/AvatarFrontiers/status/1731720030558024086#m,926,43,188,67
@AvatarFrontiers,@originaluser,Retweet,"Dec 4, 2023 · 5:00 PM UTC",Find out when Avatar: Frontiers of Pandora officially releases in your region.,https://twitter.com/AvatarFrontiers/status/1731720030558024086#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1731707620468121964#m,Posted,"Dec 4, 2023 · 4:10 PM UTC","Don't miss your chance to claim a free copy of #AssassinsCreed Syndicate on PC!    Visit the Ubisoft Store, browse our sales and redeem before December 6.  👉 https://ubi.li/WqQYu",https://twitter.com/Ubisoft/status/1731707620468121964#m,949,16,136,70
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1730995272375759120#m,Posted,"Dec 2, 2023 · 5:00 PM UTC",5 days until you can finally wander among the gorgeous bioluminescent lights of Pandora ✨,https://twitter.com/AvatarFrontiers/status/1730995272375759120#m,1226,49,175,99
@AvatarFrontiers,@originaluser,Retweet,"Dec 2, 2023 · 5:00 PM UTC",5 days until you can finally wander among the gorgeous bioluminescent lights of Pandora ✨,https://twitter.com/AvatarFrontiers/status/1730995272375759120#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1730596401082499355#m,Posted,"Dec 1, 2023 · 2:35 PM UTC","In the open-world of Pandora's Western Frontier, there are tons of opportunities to interact with the natural environment. Jump, run, or slide to explore the world around you. #AvatarFrontiers",https://twitter.com/Ubisoft/status/1730596401082499355#m,918,12,115,87
@Trackmania,https://twitter.com/Trackmania/status/1730292400415769014#m,Posted,"Nov 30, 2023 · 6:27 PM UTC","Come celebrate 20 years of Trackmania as Ayrton and Augustin from the development team take on the Cup of the Day, talk about the anniversary activities and updates, and join the chat live now on twitch.tv/ubisoft.",https://twitter.com/Trackmania/status/1730292400415769014#m,145,0,23,18
@Trackmania,@originaluser,Retweet,"Nov 30, 2023 · 6:27 PM UTC","Come celebrate 20 years of Trackmania as Ayrton and Augustin from the development team take on the Cup of the Day, talk about the anniversary activities and updates, and join the chat live now on twitch.tv/ubisoft.",https://twitter.com/Trackmania/status/1730292400415769014#m,,,,
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1730225258202894622#m,Posted,"Nov 30, 2023 · 2:00 PM UTC",One week until Avatar: Frontiers of Pandora releases.  Soon you'll be living your best life riding your banshee in the Western Frontier!,https://twitter.com/AvatarFrontiers/status/1730225258202894622#m,972,33,169,58
@AvatarFrontiers,@originaluser,Retweet,"Nov 30, 2023 · 2:00 PM UTC",One week until Avatar: Frontiers of Pandora releases.  Soon you'll be living your best life riding your banshee in the Western Frontier!,https://twitter.com/AvatarFrontiers/status/1730225258202894622#m,,,,
@Brawlhalla,https://twitter.com/Brawlhalla/status/1729884388203393342#m,Posted,"Nov 29, 2023 · 3:25 PM UTC","The Brawlhalla x @SpongeBob SquarePants Crossover Event has begun! Get your Jellyfishing nets ready to Brawl alongside SpongeBob, Patrick, and Sandy!  Play Now for Free! Brawlhalla.com/play",https://twitter.com/Brawlhalla/status/1729884388203393342#m,1200,28,155,65
@Brawlhalla,@originaluser,Retweet,"Nov 29, 2023 · 3:25 PM UTC","The Brawlhalla x @SpongeBob SquarePants Crossover Event has begun! Get your Jellyfishing nets ready to Brawl alongside SpongeBob, Patrick, and Sandy!  Play Now for Free! Brawlhalla.com/play",https://twitter.com/Brawlhalla/status/1729884388203393342#m,,,,
@bgegame,https://twitter.com/bgegame/status/1729872106123649325#m,Posted,"Nov 29, 2023 · 2:37 PM UTC",An early development version of Beyond Good & Evil 20th Anniversary Edition was recently released to some Ubisoft+ subscribers by mistake. We apologize for any confusion and want to assure our community that this version is not indicative of the final game.,https://twitter.com/bgegame/status/1729872106123649325#m,1183,49,153,29
@bgegame,@originaluser,Retweet,"Nov 29, 2023 · 2:37 PM UTC",An early development version of Beyond Good & Evil 20th Anniversary Edition was recently released to some Ubisoft+ subscribers by mistake. We apologize for any confusion and want to assure our community that this version is not indicative of the final game.,https://twitter.com/bgegame/status/1729872106123649325#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1729872585452863933#m,Posted,"Nov 29, 2023 · 2:38 PM UTC",Happy 20th Beyond Good & Evil 🎉  We're excited to talk more about this special edition soon... Stay tuned!,https://twitter.com/Ubisoft/status/1729872585452863933#m,3700,232,608,264
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1729545749661135167#m,Posted,"Nov 28, 2023 · 5:00 PM UTC","Pandora's cutest wildlife encounter, the baby Zakru. Although just a baby, its size is already making a big impression.",https://twitter.com/AvatarFrontiers/status/1729545749661135167#m,1034,15,133,55
@AvatarFrontiers,@originaluser,Retweet,"Nov 28, 2023 · 5:00 PM UTC","Pandora's cutest wildlife encounter, the baby Zakru. Although just a baby, its size is already making a big impression.",https://twitter.com/AvatarFrontiers/status/1729545749661135167#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1729531588734582960#m,Posted,"Nov 28, 2023 · 4:03 PM UTC",Last call for BIG savings! ⏰ Don't miss out on the final day of the Ubisoft Store Black Friday Sale and grab your favorite games before it ends! 👉 https://ubi.li/EIQ5r,https://twitter.com/Ubisoft/status/1729531588734582960#m,248,2,22,29
@Ubisoft,https://twitter.com/Ubisoft/status/1729515152129626274#m,Posted,"Nov 28, 2023 · 2:58 PM UTC",Ready to take a leap of faith and join our teams of Gameplay Programmers?  Check out our job offers at: https://ubi.li/AOpFT,https://twitter.com/Ubisoft/status/1729515152129626274#m,395,1,34,36
@Ubisoft,https://twitter.com/Ubisoft/status/1729163146609246387#m,Posted,"Nov 27, 2023 · 3:39 PM UTC",Celebrate Cyber Week with a free copy of #AssassinsCreed Syndicate on PC!  Visit the Ubisoft Store to redeem your copy before the promotion ends December 6. 👉 https://ubi.li/WqQYu,https://twitter.com/Ubisoft/status/1729163146609246387#m,2815,135,583,144
@Ubisoft,https://twitter.com/Ubisoft/status/1727709335004778910#m,Posted,"Nov 23, 2023 · 3:22 PM UTC",Shhhhh 🤫 #FarCry4,https://twitter.com/Ubisoft/status/1727709335004778910#m,1584,21,122,184
@Ubisoft,https://twitter.com/Ubisoft/status/1727345837041127582#m,Posted,"Nov 22, 2023 · 3:18 PM UTC","Once you've bonded with your banshee, it's for life. But first, you must earn their trust... #AvatarFrontiers",https://twitter.com/Ubisoft/status/1727345837041127582#m,1202,12,156,101
@Ubisoft,https://twitter.com/Ubisoft/status/1727012688746700913#m,Posted,"Nov 21, 2023 · 5:14 PM UTC",20 years of @Trackmania! 🥳🎉   A huge congratulations to Ubisoft Nadeo on reaching this amazing milestone 👏   See what updates are dropping in game to celebrate 👉 https://ubi.li/HuA15,https://twitter.com/Ubisoft/status/1727012688746700913#m,366,7,53,36
@Ubisoft,https://twitter.com/Ubisoft/status/1726976678734295234#m,Posted,"Nov 21, 2023 · 2:51 PM UTC","Find out which #AssassinsCreed hero is most like you!  Not sure which game to start with? Take the quiz for a personalized recommendation. When you finish, you'll get an exclusive coupon.  Tell us which character you got in the comments or with #ACQuiz  👉 https://ubi.li/RIn2L",https://twitter.com/Ubisoft/status/1726976678734295234#m,506,39,71,132
@AvatarFrontiers,https://twitter.com/AvatarFrontiers/status/1725921811278307341#m,Posted,"Nov 18, 2023 · 5:00 PM UTC",Get $10 in Wallet Rewards when you pre-order Avatar: Frontiers of Pandora with your Ubisoft Wallet on the Ubisoft Store!  Terms and conditions apply.  https://ubi.li/lsNHa,https://twitter.com/AvatarFrontiers/status/1725921811278307341#m,317,5,49,37
@AvatarFrontiers,@originaluser,Retweet,"Nov 18, 2023 · 5:00 PM UTC",Get $10 in Wallet Rewards when you pre-order Avatar: Frontiers of Pandora with your Ubisoft Wallet on the Ubisoft Store!  Terms and conditions apply.  https://ubi.li/lsNHa,https://twitter.com/AvatarFrontiers/status/1725921811278307341#m,,,,
@TheDivMobile,https://twitter.com/TheDivMobile/status/1726630633286570382#m,Posted,"Nov 20, 2023 · 3:56 PM UTC","There is an agent in this video somewhere, but we’ve watched it dozens of times and still haven’t seen him 😫 If you spot him, please let us know!  #thedivisionresurgence",https://twitter.com/TheDivMobile/status/1726630633286570382#m,699,9,92,70
